CustomerID,ItemID,Quantity,PurchaseDate,ItemName,ItemCategory,ItemSubcategory,UnitPrice,TotalPrice,PreferredItem,CustomerSegment,EmployeeID
Cust0152,Item0038,2,2023-08-21,Sunscreen,Product,Skincare,19.37,38.74,Styling Mousse,Occasional,
Cust0001,Item0037,2,2023-04-05,Moisturizer,Product,Skincare,55.14,110.28,Shampoo (Color-Safe),Occasional,
Cust0453,Item0012,1,2023-11-14,Perm,Service,Styling,89.13,89.13,Waxing (Eyebrows),Regular,Emp05
Cust0123,Item0003,1,2023-12-04,Haircut (Children's),Service,Haircut,74.97,74.97,Relaxer,Regular,Emp07
Cust0496,Item0013,1,2023-04-08,Relaxer,Service,Styling,101.27,101.27,Hair Styling (Blowout),Occasional,Emp06
Cust0269,Item0018,1,2023-03-20,Waxing (Eyebrows),Service,Waxing,25.92,25.92,Hair Coloring (Full),Regular,Emp10
Cust0314,Item0014,1,2023-11-25,Hair Extensions (Installation),Service,Styling,63.0,63.0,Hair Extensions (Installation),Regular,Emp09
Cust0165,Item0017,1,2023-12-04,Facial,Service,Facial,135.25,135.25,Hair Treatment (Deep Conditioning),Occasional,Emp07
Cust0035,Item0005,1,2023-04-02,Hair Coloring (Roots),Service,Coloring,152.11,152.11,Haircut (Women's),Occasional,Emp07
Cust0448,Item0004,1,2023-09-06,Hair Coloring (Full),Service,Coloring,163.48,163.48,Makeup Application,New,Emp10
Cust0099,Item0019,1,2023-11-25,Waxing (Legs),Service,Waxing,18.81,18.81,Hair Treatment (Deep Conditioning),Regular,Emp04
Cust0429,Item0016,1,2023-09-27,Makeup Application,Service,Makeup,112.24,112.24,Relaxer,New,Emp03
Cust0320,Item0029,1,2023-07-07,Hair Spray,Product,Styling Products,30.16,30.16,Face Wash,Occasional,
Cust0114,Item0003,1,2023-01-07,Haircut (Children's),Service,Haircut,47.64,47.64,Haircut (Men's),New,Emp08
Cust0477,Item0036,1,2023-08-28,Face Wash,Product,Skincare,29.69,29.69,Texturizing Spray,Occasional,
Cust0411,Item0012,1,2023-10-13,Perm,Service,Styling,114.83,114.83,Waxing (Legs),Occasional,Emp09
Cust0381,Item0034,2,2023-12-29,Texturizing Spray,Product,Styling Products,41.71,83.42,Makeup Remover,Regular,
Cust0030,Item0029,3,2023-01-21,Hair Spray,Product,Styling Products,29.94,89.82000000000001,Face Wash,Regular,
Cust0376,Item0010,1,2023-02-09,Hair Styling (Updo),Service,Styling,52.37,52.37,Relaxer,Regular,Emp05
Cust0484,Item0017,1,2023-02-19,Facial,Service,Facial,85.52,85.52,Haircut (Women's),New,Emp02
Cust0052,Item0038,2,2023-04-08,Sunscreen,Product,Skincare,68.07,136.14,Shampoo (Moisturizing),Occasional,
Cust0099,Item0008,1,2023-10-19,Hair Treatment (Deep Conditioning),Service,Treatment,90.88,90.88,Hair Treatment (Deep Conditioning),Regular,Emp08
Cust0321,Item0038,3,2023-10-13,Sunscreen,Product,Skincare,66.36,199.07999999999998,Conditioner (Moisturizing),Regular,
Cust0213,Item0039,2,2023-12-12,Toner,Product,Skincare,52.22,104.44,Heat Protectant Spray,Regular,
Cust0235,Item0034,1,2023-03-27,Texturizing Spray,Product,Styling Products,35.75,35.75,Conditioner (Volume),Occasional,
Cust0406,Item0013,1,2023-09-16,Relaxer,Service,Styling,85.2,85.2,Waxing (Eyebrows),Occasional,Emp09
Cust0173,Item0018,1,2023-11-04,Waxing (Eyebrows),Service,Waxing,27.07,27.07,Hair Coloring (Roots),Regular,Emp04
Cust0227,Item0031,3,2023-06-16,Styling Mousse,Product,Styling,39.68,119.03999999999999,Face Wash,Occasional,
Cust0433,Item0014,1,2023-06-15,Hair Extensions (Installation),Service,Styling,56.23,56.23,Highlights,Occasional,Emp08
Cust0312,Item0018,1,2023-04-20,Waxing (Eyebrows),Service,Waxing,55.25,55.25,Hair Extensions (Removal),Occasional,Emp07
Cust0193,Item0029,2,2023-08-20,Hair Spray,Product,Styling Products,28.88,57.76,Makeup Remover,Regular,
Cust0230,Item0021,3,2023-01-18,Shampoo (Volume),Product,Shampoo,13.96,41.88,Styling Mousse,Regular,
Cust0146,Item0017,1,2023-03-11,Facial,Service,Facial,104.4,104.4,Haircut (Children's),Occasional,Emp06
Cust0456,Item0010,1,2023-04-24,Hair Styling (Updo),Service,Styling,115.02,115.02,Haircut (Men's),Regular,Emp10
Cust0110,Item0021,3,2023-05-22,Shampoo (Volume),Product,Shampoo,22.2,66.6,Conditioner (Moisturizing),Occasional,
Cust0471,Item0018,1,2023-10-20,Waxing (Eyebrows),Service,Waxing,19.75,19.75,Facial,Occasional,Emp02
Cust0475,Item0004,1,2023-01-20,Hair Coloring (Full),Service,Coloring,60.48,60.48,Balayage,Occasional,Emp06
Cust0236,Item0005,1,2023-05-16,Hair Coloring (Roots),Service,Coloring,99.01,99.01,Perm,New,Emp04
Cust0188,Item0028,1,2023-05-12,Hair Serum,Product,Treatment Products,22.48,22.48,Heat Protectant Spray,New,
Cust0416,Item0019,1,2023-07-24,Waxing (Legs),Service,Waxing,51.37,51.37,Perm,Regular,Emp09
Cust0292,Item0023,3,2023-06-16,Shampoo (Color-Safe),Product,Shampoo,37.75,113.25,Shampoo (Moisturizing),Regular,
Cust0406,Item0016,1,2023-12-20,Makeup Application,Service,Makeup,94.05,94.05,Waxing (Eyebrows),Occasional,Emp03
Cust0360,Item0004,1,2023-11-01,Hair Coloring (Full),Service,Coloring,110.0,110.0,Hair Treatment (Keratin),Regular,Emp01
Cust0329,Item0019,1,2023-07-15,Waxing (Legs),Service,Waxing,17.63,17.63,Haircut (Children's),Occasional,Emp02
Cust0041,Item0031,2,2023-08-11,Styling Mousse,Product,Styling,27.57,55.14,Styling Mousse,Occasional,
Cust0214,Item0024,1,2023-12-01,Conditioner (Volume),Product,Conditioner,26.11,26.11,Heat Protectant Spray,Regular,
Cust0435,Item0001,1,2023-11-21,Haircut (Women's),Service,Haircut,21.48,21.48,Hair Coloring (Roots),Regular,Emp02
Cust0399,Item0002,1,2023-06-06,Haircut (Men's),Service,Haircut,76.16,76.16,Hair Extensions (Removal),Occasional,Emp05
Cust0269,Item0018,1,2023-10-17,Waxing (Eyebrows),Service,Waxing,26.27,26.27,Hair Coloring (Full),Regular,Emp01
Cust0077,Item0008,1,2023-03-20,Hair Treatment (Deep Conditioning),Service,Treatment,66.34,66.34,Hair Treatment (Keratin),Occasional,Emp07
Cust0026,Item0013,1,2023-08-17,Relaxer,Service,Styling,148.25,148.25,Hair Treatment (Keratin),Regular,Emp06
Cust0386,Item0017,1,2023-02-16,Facial,Service,Facial,72.91,72.91,Waxing (Eyebrows),Occasional,Emp03
Cust0114,Item0013,1,2023-03-17,Relaxer,Service,Styling,141.29,141.29,Haircut (Men's),New,Emp07
Cust0068,Item0016,1,2023-10-20,Makeup Application,Service,Makeup,83.87,83.87,Hair Styling (Blowout),Occasional,Emp07
Cust0382,Item0013,1,2023-05-15,Relaxer,Service,Styling,115.07,115.07,Hair Extensions (Installation),Occasional,Emp05
Cust0044,Item0014,1,2023-12-24,Hair Extensions (Installation),Service,Styling,120.24,120.24,Perm,Occasional,Emp03
Cust0067,Item0036,3,2023-04-12,Face Wash,Product,Skincare,18.61,55.83,Toner,New,
Cust0250,Item0019,1,2023-04-11,Waxing (Legs),Service,Waxing,19.32,19.32,Perm,New,Emp07
Cust0288,Item0017,1,2023-05-07,Facial,Service,Facial,107.05,107.05,Waxing (Bikini),Occasional,Emp08
Cust0125,Item0014,1,2023-06-15,Hair Extensions (Installation),Service,Styling,133.14,133.14,Hair Styling (Updo),Occasional,Emp04
Cust0351,Item0023,1,2023-12-10,Shampoo (Color-Safe),Product,Shampoo,15.85,15.85,Shampoo (Volume),Occasional,
Cust0212,Item0012,1,2023-04-08,Perm,Service,Styling,86.8,86.8,Haircut (Women's),New,Emp06
Cust0165,Item0001,1,2023-06-06,Haircut (Women's),Service,Haircut,56.25,56.25,Hair Treatment (Deep Conditioning),Occasional,Emp02
Cust0087,Item0035,3,2023-03-16,Makeup Remover,Product,Makeup,19.07,57.21,Face Wash,Regular,
Cust0226,Item0008,1,2023-04-13,Hair Treatment (Deep Conditioning),Service,Treatment,70.16,70.16,Waxing (Bikini),Regular,Emp03
Cust0351,Item0003,1,2023-02-27,Haircut (Children's),Service,Haircut,67.51,67.51,Hair Treatment (Deep Conditioning),Occasional,Emp08
Cust0379,Item0020,1,2023-03-17,Waxing (Bikini),Service,Waxing,48.46,48.46,Relaxer,Occasional,Emp03
Cust0445,Item0030,1,2023-06-25,Styling Gel,Product,Styling,18.7,18.7,Conditioner (Moisturizing),Occasional,
Cust0356,Item0030,2,2023-08-30,Styling Gel,Product,Styling,25.92,51.84,Conditioner (Moisturizing),New,
Cust0012,Item0018,1,2023-04-19,Waxing (Eyebrows),Service,Waxing,50.31,50.31,Makeup Application,Occasional,Emp05
Cust0105,Item0009,1,2023-10-08,Hair Treatment (Keratin),Service,Treatment,78.59,78.59,Relaxer,Regular,Emp06
Cust0248,Item0005,1,2023-12-22,Hair Coloring (Roots),Service,Coloring,129.21,129.21,Hair Coloring (Roots),New,Emp06
Cust0358,Item0013,1,2023-10-26,Relaxer,Service,Styling,58.09,58.09,Haircut (Men's),Occasional,Emp04
Cust0464,Item0002,1,2023-05-11,Haircut (Men's),Service,Haircut,22.1,22.1,Haircut (Women's),Regular,Emp04
Cust0088,Item0007,1,2023-12-23,Balayage,Service,Coloring,77.03,77.03,Makeup Application,Regular,Emp08
Cust0317,Item0015,1,2023-12-02,Hair Extensions (Removal),Service,Styling,81.59,81.59,Hair Coloring (Roots),Occasional,Emp06
Cust0484,Item0013,1,2023-12-05,Relaxer,Service,Styling,78.04,78.04,Haircut (Women's),New,Emp07
Cust0139,Item0012,1,2023-02-25,Perm,Service,Styling,118.01,118.01,Hair Treatment (Keratin),Occasional,Emp06
Cust0010,Item0013,1,2023-04-29,Relaxer,Service,Styling,96.99,96.99,Relaxer,Occasional,Emp07
Cust0195,Item0004,1,2023-06-11,Hair Coloring (Full),Service,Coloring,114.71,114.71,Relaxer,Regular,Emp10
Cust0249,Item0038,1,2023-04-06,Sunscreen,Product,Skincare,64.86,64.86,Texturizing Spray,Occasional,
Cust0102,Item0015,1,2023-10-15,Hair Extensions (Removal),Service,Styling,42.95,42.95,Balayage,Occasional,Emp08
Cust0475,Item0022,1,2023-09-29,Shampoo (Moisturizing),Product,Shampoo,29.35,29.35,Shampoo (Moisturizing),Occasional,
Cust0157,Item0013,1,2023-03-22,Relaxer,Service,Styling,103.32,103.32,Hair Treatment (Keratin),New,Emp07
Cust0010,Item0012,1,2023-07-01,Perm,Service,Styling,109.43,109.43,Relaxer,Occasional,Emp05
Cust0321,Item0017,1,2023-05-22,Facial,Service,Facial,108.77,108.77,Perm,Regular,Emp09
Cust0416,Item0009,1,2023-07-18,Hair Treatment (Keratin),Service,Treatment,47.23,47.23,Perm,Regular,Emp08
Cust0456,Item0021,3,2023-05-24,Shampoo (Volume),Product,Shampoo,13.83,41.49,Shampoo (Volume),Regular,
Cust0116,Item0013,1,2023-12-03,Relaxer,Service,Styling,81.09,81.09,Highlights,Occasional,Emp09
Cust0071,Item0013,1,2023-09-24,Relaxer,Service,Styling,107.69,107.69,Balayage,New,Emp05
Cust0492,Item0008,1,2023-08-02,Hair Treatment (Deep Conditioning),Service,Treatment,87.91,87.91,Hair Coloring (Roots),Occasional,Emp10
Cust0124,Item0014,1,2023-06-09,Hair Extensions (Installation),Service,Styling,134.58,134.58,Haircut (Men's),Occasional,Emp07
Cust0466,Item0015,1,2023-10-05,Hair Extensions (Removal),Service,Styling,115.12,115.12,Hair Extensions (Installation),Occasional,Emp03
Cust0068,Item0005,1,2023-10-25,Hair Coloring (Roots),Service,Coloring,187.34,187.34,Hair Styling (Blowout),Occasional,Emp03
Cust0278,Item0007,1,2023-03-12,Balayage,Service,Coloring,80.77,80.77,Perm,Regular,Emp05
Cust0159,Item0017,1,2023-03-11,Facial,Service,Facial,82.06,82.06,Makeup Application,Occasional,Emp10
Cust0221,Item0025,3,2023-10-17,Conditioner (Moisturizing),Product,Conditioner,30.8,92.4,Styling Mousse,Occasional,
Cust0470,Item0003,1,2023-10-13,Haircut (Children's),Service,Haircut,68.88,68.88,Highlights,Regular,Emp05
Cust0273,Item0024,1,2023-06-12,Conditioner (Volume),Product,Conditioner,16.81,16.81,Conditioner (Moisturizing),Regular,
Cust0430,Item0021,2,2023-07-31,Shampoo (Volume),Product,Shampoo,28.48,56.96,Hair Mask,Occasional,
Cust0493,Item0015,1,2023-11-23,Hair Extensions (Removal),Service,Styling,138.3,138.3,Relaxer,Occasional,Emp06
Cust0478,Item0025,1,2023-02-24,Conditioner (Moisturizing),Product,Conditioner,28.1,28.1,Styling Mousse,New,
Cust0068,Item0020,1,2023-11-12,Waxing (Bikini),Service,Waxing,18.72,18.72,Hair Styling (Blowout),Occasional,Emp02
Cust0137,Item0020,1,2023-04-29,Waxing (Bikini),Service,Waxing,24.37,24.37,Hair Treatment (Keratin),New,Emp01
Cust0306,Item0001,1,2023-07-03,Haircut (Women's),Service,Haircut,71.17,71.17,Waxing (Eyebrows),Regular,Emp05
Cust0041,Item0016,1,2023-03-10,Makeup Application,Service,Makeup,98.38,98.38,Haircut (Men's),Occasional,Emp07
Cust0258,Item0036,3,2023-11-29,Face Wash,Product,Skincare,60.56,181.68,Dry Shampoo,Occasional,
Cust0192,Item0013,1,2023-09-09,Relaxer,Service,Styling,125.99,125.99,Relaxer,Regular,Emp03
Cust0243,Item0007,1,2023-04-26,Balayage,Service,Coloring,91.09,91.09,Haircut (Men's),Regular,Emp06
Cust0017,Item0001,1,2023-05-19,Haircut (Women's),Service,Haircut,41.24,41.24,Haircut (Women's),Occasional,Emp01
Cust0487,Item0007,1,2023-04-15,Balayage,Service,Coloring,78.09,78.09,Hair Styling (Blowout),Regular,Emp07
Cust0034,Item0015,1,2023-11-12,Hair Extensions (Removal),Service,Styling,86.55,86.55,Waxing (Eyebrows),New,Emp10
Cust0251,Item0015,1,2023-05-07,Hair Extensions (Removal),Service,Styling,49.58,49.58,Makeup Application,Regular,Emp03
Cust0219,Item0002,1,2023-11-08,Haircut (Men's),Service,Haircut,41.0,41.0,Haircut (Men's),Occasional,Emp10
Cust0377,Item0031,2,2023-11-10,Styling Mousse,Product,Styling,11.39,22.78,Shampoo (Moisturizing),Occasional,
Cust0481,Item0038,3,2023-11-25,Sunscreen,Product,Skincare,36.84,110.52000000000001,Makeup Remover,Regular,
Cust0449,Item0022,3,2023-02-25,Shampoo (Moisturizing),Product,Shampoo,37.22,111.66,Dry Shampoo,Occasional,
Cust0232,Item0002,1,2023-05-06,Haircut (Men's),Service,Haircut,53.07,53.07,Perm,Occasional,Emp07
Cust0266,Item0002,1,2023-10-13,Haircut (Men's),Service,Haircut,47.55,47.55,Hair Treatment (Deep Conditioning),Regular,Emp06
Cust0199,Item0002,1,2023-04-08,Haircut (Men's),Service,Haircut,50.69,50.69,Haircut (Women's),Occasional,Emp07
Cust0150,Item0010,1,2023-05-27,Hair Styling (Updo),Service,Styling,82.8,82.8,Relaxer,Regular,Emp09
Cust0237,Item0010,1,2023-11-10,Hair Styling (Updo),Service,Styling,94.76,94.76,Hair Treatment (Deep Conditioning),Regular,Emp06
Cust0471,Item0017,1,2023-03-14,Facial,Service,Facial,146.77,146.77,Facial,Occasional,Emp02
Cust0238,Item0035,1,2023-09-14,Makeup Remover,Product,Makeup,40.58,40.58,Face Wash,Occasional,
Cust0058,Item0019,1,2023-12-23,Waxing (Legs),Service,Waxing,50.35,50.35,Waxing (Bikini),Regular,Emp03
Cust0280,Item0014,1,2023-06-15,Hair Extensions (Installation),Service,Styling,131.27,131.27,Balayage,Occasional,Emp01
Cust0231,Item0015,1,2023-10-30,Hair Extensions (Removal),Service,Styling,61.99,61.99,Hair Extensions (Removal),New,Emp07
Cust0460,Item0027,2,2023-02-16,Hair Mask,Product,Treatment Products,21.54,43.08,Conditioner (Moisturizing),Regular,
Cust0129,Item0006,1,2023-03-05,Highlights,Service,Coloring,61.98,61.98,Haircut (Women's),Occasional,Emp03
Cust0047,Item0015,1,2023-11-21,Hair Extensions (Removal),Service,Styling,53.71,53.71,Relaxer,New,Emp08
Cust0186,Item0013,1,2023-09-19,Relaxer,Service,Styling,83.61,83.61,Relaxer,Regular,Emp07
Cust0314,Item0033,3,2023-07-14,Heat Protectant Spray,Product,Styling Products,25.63,76.89,Toner,Regular,
Cust0023,Item0031,3,2023-12-04,Styling Mousse,Product,Styling,43.81,131.43,Shampoo (Color-Safe),Regular,
Cust0442,Item0005,1,2023-04-02,Hair Coloring (Roots),Service,Coloring,175.31,175.31,Waxing (Bikini),Regular,Emp08
Cust0394,Item0034,2,2023-06-08,Texturizing Spray,Product,Styling Products,31.61,63.22,Texturizing Spray,Occasional,
Cust0374,Item0035,2,2023-11-17,Makeup Remover,Product,Makeup,45.72,91.44,Hair Mask,Regular,
Cust0093,Item0005,1,2023-04-14,Hair Coloring (Roots),Service,Coloring,138.16,138.16,Hair Coloring (Full),Regular,Emp03
Cust0002,Item0009,1,2023-01-07,Hair Treatment (Keratin),Service,Treatment,69.22,69.22,Hair Treatment (Keratin),Occasional,Emp10
Cust0235,Item0016,1,2023-10-06,Makeup Application,Service,Makeup,117.33,117.33,Waxing (Bikini),Occasional,Emp04
Cust0414,Item0016,1,2023-05-02,Makeup Application,Service,Makeup,99.43,99.43,Haircut (Women's),Occasional,Emp06
Cust0112,Item0016,1,2023-08-21,Makeup Application,Service,Makeup,117.46,117.46,Hair Styling (Blowout),Regular,Emp01
Cust0210,Item0020,1,2023-11-04,Waxing (Bikini),Service,Waxing,34.65,34.65,Waxing (Legs),Regular,Emp10
Cust0004,Item0018,1,2023-05-23,Waxing (Eyebrows),Service,Waxing,49.69,49.69,Waxing (Bikini),Occasional,Emp08
Cust0318,Item0007,1,2023-01-26,Balayage,Service,Coloring,148.24,148.24,Balayage,Occasional,Emp10
Cust0095,Item0012,1,2023-01-19,Perm,Service,Styling,141.53,141.53,Waxing (Bikini),New,Emp04
Cust0075,Item0039,3,2023-06-02,Toner,Product,Skincare,56.91,170.73,Hair Mask,Regular,
Cust0170,Item0022,1,2023-08-02,Shampoo (Moisturizing),Product,Shampoo,26.02,26.02,Sunscreen,Regular,
Cust0092,Item0010,1,2023-11-09,Hair Styling (Updo),Service,Styling,68.41,68.41,Haircut (Men's),Regular,Emp05
Cust0339,Item0020,1,2023-10-21,Waxing (Bikini),Service,Waxing,30.13,30.13,Perm,Occasional,Emp05
Cust0404,Item0015,1,2023-10-24,Hair Extensions (Removal),Service,Styling,62.03,62.03,Makeup Application,Occasional,Emp03
Cust0185,Item0023,2,2023-06-15,Shampoo (Color-Safe),Product,Shampoo,23.28,46.56,Toner,Regular,
Cust0189,Item0023,2,2023-10-09,Shampoo (Color-Safe),Product,Shampoo,17.88,35.76,Shampoo (Volume),Regular,
Cust0034,Item0005,1,2023-03-04,Hair Coloring (Roots),Service,Coloring,80.32,80.32,Waxing (Eyebrows),New,Emp02
Cust0356,Item0031,3,2023-07-31,Styling Mousse,Product,Styling,49.19,147.57,Conditioner (Moisturizing),New,
Cust0269,Item0007,1,2023-11-10,Balayage,Service,Coloring,194.98,194.98,Hair Coloring (Full),Regular,Emp03
Cust0030,Item0017,1,2023-02-14,Facial,Service,Facial,148.57,148.57,Waxing (Eyebrows),Regular,Emp10
Cust0248,Item0030,2,2023-11-08,Styling Gel,Product,Styling,49.3,98.6,Moisturizer,New,
Cust0435,Item0017,1,2023-10-22,Facial,Service,Facial,81.33,81.33,Hair Coloring (Roots),Regular,Emp02
Cust0320,Item0005,1,2023-11-11,Hair Coloring (Roots),Service,Coloring,82.59,82.59,Haircut (Children's),Occasional,Emp05
Cust0289,Item0016,1,2023-09-10,Makeup Application,Service,Makeup,99.84,99.84,Perm,Regular,Emp07
Cust0414,Item0020,1,2023-04-30,Waxing (Bikini),Service,Waxing,10.84,10.84,Haircut (Women's),Occasional,Emp06
Cust0363,Item0007,1,2023-01-01,Balayage,Service,Coloring,74.86,74.86,Hair Coloring (Full),Regular,Emp01
Cust0061,Item0004,1,2023-04-17,Hair Coloring (Full),Service,Coloring,145.04,145.04,Relaxer,Regular,Emp03
Cust0410,Item0014,1,2023-07-31,Hair Extensions (Installation),Service,Styling,67.91,67.91,Hair Coloring (Full),Occasional,Emp03
Cust0024,Item0018,1,2023-11-23,Waxing (Eyebrows),Service,Waxing,17.7,17.7,Hair Coloring (Full),Regular,Emp04
Cust0109,Item0007,1,2023-12-20,Balayage,Service,Coloring,138.43,138.43,Waxing (Eyebrows),New,Emp05
Cust0145,Item0003,1,2023-06-07,Haircut (Children's),Service,Haircut,60.22,60.22,Balayage,Occasional,Emp08
Cust0154,Item0011,1,2023-01-04,Hair Styling (Blowout),Service,Styling,121.46,121.46,Hair Styling (Blowout),Regular,Emp08
Cust0059,Item0011,1,2023-07-22,Hair Styling (Blowout),Service,Styling,56.97,56.97,Hair Styling (Blowout),Occasional,Emp09
Cust0371,Item0001,1,2023-03-31,Haircut (Women's),Service,Haircut,68.94,68.94,Waxing (Legs),Regular,Emp01
Cust0100,Item0011,1,2023-12-11,Hair Styling (Blowout),Service,Styling,148.99,148.99,Haircut (Children's),Regular,Emp05
Cust0246,Item0022,3,2023-03-11,Shampoo (Moisturizing),Product,Shampoo,28.94,86.82000000000001,Makeup Remover,Regular,
Cust0247,Item0015,1,2023-10-02,Hair Extensions (Removal),Service,Styling,60.25,60.25,Haircut (Men's),New,Emp06
Cust0459,Item0014,1,2023-01-29,Hair Extensions (Installation),Service,Styling,120.77,120.77,Highlights,Occasional,Emp08
Cust0428,Item0019,1,2023-12-14,Waxing (Legs),Service,Waxing,27.69,27.69,Waxing (Legs),New,Emp10
Cust0162,Item0001,1,2023-04-17,Haircut (Women's),Service,Haircut,23.43,23.43,Hair Coloring (Roots),Regular,Emp08
Cust0296,Item0012,1,2023-02-03,Perm,Service,Styling,60.13,60.13,Hair Styling (Blowout),Regular,Emp03
Cust0497,Item0001,1,2023-06-23,Haircut (Women's),Service,Haircut,73.31,73.31,Hair Extensions (Installation),Regular,Emp06
Cust0193,Item0006,1,2023-10-20,Highlights,Service,Coloring,199.01,199.01,Hair Treatment (Deep Conditioning),Regular,Emp02
Cust0311,Item0020,1,2023-03-01,Waxing (Bikini),Service,Waxing,26.88,26.88,Hair Styling (Updo),Regular,Emp09
Cust0443,Item0030,3,2023-06-11,Styling Gel,Product,Styling,24.86,74.58,Sunscreen,Regular,
Cust0364,Item0014,1,2023-02-14,Hair Extensions (Installation),Service,Styling,45.42,45.42,Hair Styling (Blowout),Regular,Emp05
Cust0255,Item0032,2,2023-06-04,Dry Shampoo,Product,Shampoo,21.69,43.38,Shampoo (Color-Safe),Occasional,
Cust0111,Item0006,1,2023-02-27,Highlights,Service,Coloring,176.64,176.64,Waxing (Eyebrows),Regular,Emp01
Cust0192,Item0027,1,2023-08-16,Hair Mask,Product,Treatment Products,45.42,45.42,Texturizing Spray,Regular,
Cust0260,Item0016,1,2023-09-14,Makeup Application,Service,Makeup,100.54,100.54,Hair Styling (Updo),Regular,Emp08
Cust0079,Item0016,1,2023-09-26,Makeup Application,Service,Makeup,110.51,110.51,Facial,Occasional,Emp01
Cust0159,Item0025,1,2023-09-22,Conditioner (Moisturizing),Product,Conditioner,17.34,17.34,Moisturizer,Occasional,
Cust0347,Item0027,3,2023-01-19,Hair Mask,Product,Treatment Products,54.2,162.60000000000002,Face Wash,Regular,
Cust0236,Item0017,1,2023-03-01,Facial,Service,Facial,79.18,79.18,Perm,New,Emp04
Cust0003,Item0002,1,2023-12-18,Haircut (Men's),Service,Haircut,23.33,23.33,Hair Treatment (Keratin),New,Emp04
Cust0435,Item0003,1,2023-06-20,Haircut (Children's),Service,Haircut,43.81,43.81,Hair Coloring (Roots),Regular,Emp10
Cust0240,Item0024,3,2023-12-04,Conditioner (Volume),Product,Conditioner,33.79,101.37,Hair Spray,New,
Cust0382,Item0019,1,2023-06-09,Waxing (Legs),Service,Waxing,23.79,23.79,Hair Extensions (Installation),Occasional,Emp09
Cust0328,Item0031,1,2023-04-09,Styling Mousse,Product,Styling,43.11,43.11,Hair Mask,Regular,
Cust0147,Item0011,1,2023-08-14,Hair Styling (Blowout),Service,Styling,40.69,40.69,Hair Extensions (Removal),New,Emp03
Cust0344,Item0005,1,2023-03-22,Hair Coloring (Roots),Service,Coloring,153.66,153.66,Perm,Regular,Emp02
Cust0141,Item0020,1,2023-10-14,Waxing (Bikini),Service,Waxing,21.46,21.46,Makeup Application,Occasional,Emp05
Cust0264,Item0018,1,2023-06-29,Waxing (Eyebrows),Service,Waxing,37.94,37.94,Hair Styling (Updo),Occasional,Emp08
Cust0282,Item0005,1,2023-12-27,Hair Coloring (Roots),Service,Coloring,102.68,102.68,Hair Styling (Updo),New,Emp09
Cust0412,Item0008,1,2023-03-29,Hair Treatment (Deep Conditioning),Service,Treatment,38.54,38.54,Highlights,New,Emp03
Cust0037,Item0011,1,2023-10-04,Hair Styling (Blowout),Service,Styling,101.79,101.79,Waxing (Legs),New,Emp04
Cust0228,Item0001,1,2023-08-30,Haircut (Women's),Service,Haircut,28.91,28.91,Hair Styling (Blowout),New,Emp04
Cust0463,Item0004,1,2023-07-16,Hair Coloring (Full),Service,Coloring,184.39,184.39,Hair Treatment (Keratin),Regular,Emp08
Cust0028,Item0013,1,2023-04-02,Relaxer,Service,Styling,47.89,47.89,Hair Treatment (Deep Conditioning),Regular,Emp03
Cust0361,Item0019,1,2023-11-19,Waxing (Legs),Service,Waxing,48.74,48.74,Perm,Occasional,Emp01
Cust0429,Item0015,1,2023-11-12,Hair Extensions (Removal),Service,Styling,59.2,59.2,Relaxer,New,Emp10
Cust0183,Item0007,1,2023-12-10,Balayage,Service,Coloring,152.55,152.55,Hair Extensions (Removal),Regular,Emp05
Cust0415,Item0015,1,2023-10-18,Hair Extensions (Removal),Service,Styling,95.96,95.96,Waxing (Bikini),Occasional,Emp06
Cust0068,Item0015,1,2023-02-19,Hair Extensions (Removal),Service,Styling,71.55,71.55,Hair Styling (Blowout),Occasional,Emp02
Cust0234,Item0015,1,2023-08-29,Hair Extensions (Removal),Service,Styling,83.92,83.92,Hair Extensions (Removal),Occasional,Emp07
Cust0119,Item0025,3,2023-05-13,Conditioner (Moisturizing),Product,Conditioner,27.13,81.39,Hair Spray,New,
Cust0468,Item0006,1,2023-12-25,Highlights,Service,Coloring,160.81,160.81,Balayage,New,Emp08
Cust0470,Item0011,1,2023-08-21,Hair Styling (Blowout),Service,Styling,112.25,112.25,Highlights,Regular,Emp07
Cust0250,Item0016,1,2023-02-27,Makeup Application,Service,Makeup,77.03,77.03,Perm,New,Emp08
Cust0180,Item0006,1,2023-05-25,Highlights,Service,Coloring,103.94,103.94,Perm,Regular,Emp01
Cust0394,Item0019,1,2023-03-07,Waxing (Legs),Service,Waxing,23.84,23.84,Hair Extensions (Removal),Occasional,Emp07
Cust0261,Item0004,1,2023-06-16,Hair Coloring (Full),Service,Coloring,126.66,126.66,Waxing (Eyebrows),Occasional,Emp04
Cust0285,Item0010,1,2023-09-30,Hair Styling (Updo),Service,Styling,79.77,79.77,Relaxer,Occasional,Emp07
Cust0237,Item0014,1,2023-05-03,Hair Extensions (Installation),Service,Styling,67.66,67.66,Hair Treatment (Deep Conditioning),Regular,Emp04
Cust0318,Item0006,1,2023-09-04,Highlights,Service,Coloring,70.18,70.18,Balayage,Occasional,Emp03
Cust0197,Item0007,1,2023-12-22,Balayage,Service,Coloring,84.4,84.4,Hair Treatment (Deep Conditioning),New,Emp09
Cust0303,Item0014,1,2023-10-18,Hair Extensions (Installation),Service,Styling,108.88,108.88,Hair Extensions (Installation),New,Emp07
